actual_arrival_delay_min,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,delayed,hour,scheduled_travel_time_min,transport_type_Metro,transport_type_Train,transport_type_Tram,weather_condition_Cloudy,weather_condition_Fog,weather_condition_Rain,weather_condition_Snow,weather_condition_Storm,event_type_Festival,event_type_No events,event_type_Parade,event_type_Protest,event_type_Sports,season_Spring,season_Summer,season_Winter
21,24.0,77,55,11.0,0,78,1,0,1,1,18,46.0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,27.0,94,5,8.1,10000,48,0,1,1,0,18,27.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
11,34.2,62,24,3.8,500,2,0,1,1,1,18,30.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
28,32.3,79,41,15.5,500,1,0,0,1,1,19,19.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
14,24.5,33,1,9.8,0,6,0,0,1,1,19,53.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
10,22.8,65,6,6.2,0,79,0,0,1,1,19,23.0,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
-3,8.5,57,52,3.2,0,20,0,1,1,0,19,48.0,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
16,-0.8,32,16,12.2,0,8,0,1,1,1,20,22.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False
6,17.9,35,34,13.3,0,11,0,0,1,1,20,57.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
6,18.1,74,19,13.4,0,92,0,0,1,1,20,50.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
20,33.1,52,43,4.4,0,23,0,1,1,1,20,44.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
24,12.7,36,1,11.9,50000,32,0,0,1,1,21,20.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
23,22.6,90,6,18.1,0,77,0,0,1,1,21,19.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
-3,18.0,94,31,7.1,0,42,0,0,1,0,21,57.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
29,2.1,35,48,4.2,10000,81,0,0,1,1,21,43.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
0,18.7,53,18,15.4,50000,4,0,1,1,0,22,51.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
3,16.6,66,11,3.5,0,78,0,1,1,0,22,51.0,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False
5,14.8,74,8,5.1,0,70,0,0,1,0,22,25.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
12,15.5,80,26,2.0,0,88,0,0,1,1,22,37.0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True
1,1.6,74,13,5.4,0,13,0,0,1,0,23,34.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
19,13.5,92,1,8.2,10000,35,0,1,1,1,23,38.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
21,19.2,58,20,1.3,2000,34,0,0,1,1,23,45.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
9,14.6,54,3,17.4,0,49,0,0,1,1,23,40.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
20,14.5,39,59,10.3,10000,87,0,0,2,1,0,35.0,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
7,-1.9,64,50,11.8,500,78,0,0,2,1,0,49.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
13,2.6,84,20,7.4,50000,10,0,0,2,1,0,31.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
9,7.8,54,47,13.4,50000,23,0,1,2,1,0,17.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
23,11.8,74,21,8.6,0,74,0,0,2,1,1,25.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
16,18.8,41,48,15.2,0,43,0,0,2,1,1,18.0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
29,29.5,33,1,16.4,0,50,0,0,2,1,1,43.0,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False
28,1.4,96,16,13.4,50000,16,0,0,2,1,1,26.0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
4,-4.4,46,18,9.8,50000,69,0,0,2,0,2,35.0,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
25,13.0,94,39,15.6,0,84,1,0,2,1,2,40.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
15,12.3,82,23,9.9,0,7,0,1,2,1,2,29.0,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
2,17.1,86,19,2.2,0,78,0,0,2,0,2,22.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
17,28.3,57,37,2.3,2000,95,0,0,2,1,3,51.0,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
18,27.1,45,11,19.0,0,73,0,0,2,1,3,49.0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
6,-1.0,50,24,4.3,0,27,0,1,2,1,3,39.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
6,32.4,71,22,16.3,0,78,0,0,2,1,3,27.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
25,-0.6,83,49,4.9,2000,11,0,1,2,1,4,29.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12,20.4,61,58,8.6,10000,42,0,0,2,1,4,17.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
-3,21.9,67,33,13.1,0,81,0,0,2,0,4,26.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
13,22.2,99,31,3.2,0,36,0,0,2,1,4,39.0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False
26,5.6,67,50,14.7,500,87,0,1,2,1,5,34.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
22,8.2,83,23,13.8,50000,62,0,0,2,1,5,40.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
15,16.9,89,41,10.9,0,92,0,0,2,1,5,39.0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False
17,3.0,76,24,11.3,0,62,0,0,2,1,5,27.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
13,-4.2,41,2,2.1,0,9,0,0,2,1,6,50.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False
17,17.5,82,24,8.7,0,77,0,0,2,1,6,50.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
15,13.6,62,27,1.7,0,79,0,0,2,1,6,36.0,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
3,21.3,57,11,6.2,0,36,0,0,2,0,6,56.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
13,0.9,32,25,18.0,0,10,0,0,2,1,7,36.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
-3,28.6,55,47,11.5,500,89,0,0,2,0,7,26.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False
2,0.8,83,43,14.9,0,18,0,0,2,0,7,56.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
22,30.7,69,7,11.5,0,51,0,0,2,1,7,26.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False
-2,13.0,95,4,3.9,0,17,0,0,2,0,8,43.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
28,17.0,97,10,11.9,0,93,0,0,2,1,8,44.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
1,30.9,76,41,15.1,0,31,0,0,2,0,8,50.0,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
27,7.0,31,34,2.8,10000,22,0,0,2,1,8,20.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
8,2.3,71,26,16.3,0,11,0,0,2,1,9,37.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
26,12.8,63,54,11.1,0,57,0,0,2,1,9,37.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2,4.8,50,40,0.1,0,76,0,0,2,0,9,47.0,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
11,16.1,73,43,10.4,10000,20,0,0,2,1,9,21.0,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
11,6.0,31,37,7.9,0,20,0,0,2,1,10,34.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
12,29.6,88,18,5.9,0,92,0,0,2,1,10,43.0,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
16,19.3,45,47,15.4,0,92,0,0,2,1,10,57.0,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True
9,-5.0,49,52,18.0,0,90,0,0,2,1,10,23.0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False
27,27.2,55,54,15.3,2000,28,1,0,2,1,11,45.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
25,8.2,45,55,16.9,0,78,1,1,2,1,11,37.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
-1,7.8,99,31,18.2,10000,46,0,0,2,0,11,21.0,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False
5,10.3,52,45,18.3,0,11,0,1,2,0,11,41.0,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
7,20.2,71,27,2.3,50000,57,0,0,2,1,12,37.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
7,12.7,66,35,9.1,0,40,0,1,2,1,12,41.0,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False
21,20.1,35,17,0.0,10000,18,0,0,2,1,12,55.0,False,True,False,False,False,True,False,False,False,False,False,False,True,True,False,False
18,0.9,66,9,10.1,0,11,0,1,2,1,12,27.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
5,33.8,51,31,18.5,0,22,0,0,2,0,13,32.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
16,24.2,35,17,4.0,0,4,0,0,2,1,13,48.0,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
17,5.0,61,11,12.8,10000,25,0,0,2,1,13,55.0,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
6,24.0,46,50,12.9,0,62,0,1,2,1,13,50.0,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
18,18.0,67,7,3.2,0,51,0,1,2,1,14,43.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
25,-0.6,46,32,4.8,0,9,0,0,2,1,14,20.0,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
5,2.1,66,45,9.2,50000,85,0,0,2,0,14,38.0,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1,-3.3,52,54,3.8,0,38,0,0,2,0,14,41.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False
7,27.4,78,37,11.7,0,22,0,0,2,1,15,51.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
-3,17.1,90,13,9.7,50000,10,0,0,2,0,15,41.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-3,7.7,78,1,10.4,50000,91,0,1,2,0,15,53.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,0.1,90,8,2.7,0,94,1,0,2,0,15,53.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
18,14.4,61,43,10.3,10000,71,0,0,2,1,16,49.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
22,16.0,92,4,1.0,0,47,0,0,2,1,16,23.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
2,23.1,36,33,17.6,0,91,0,0,2,0,16,49.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
28,33.8,51,18,6.9,10000,15,1,0,2,1,16,49.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
7,12.4,35,6,17.1,2000,45,0,0,2,1,17,27.0,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
6,11.2,90,38,14.0,0,46,0,0,2,1,17,30.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
27,9.8,43,41,15.3,0,94,0,0,2,1,17,39.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
8,28.1,45,16,6.3,0,47,0,0,2,1,17,25.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True
12,1.3,32,25,4.6,2000,79,0,0,2,1,18,47.0,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
-1,8.8,38,45,8.1,50000,68,0,1,2,0,18,55.0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False
-2,24.0,76,26,0.5,0,98,0,0,2,0,18,39.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
1,-4.4,71,42,18.4,10000,24,0,1,2,0,18,53.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
7,6.6,71,27,7.7,0,76,0,0,2,1,19,37.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
21,20.7,52,19,19.8,500,92,0,0,2,1,19,39.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
18,2.4,32,5,15.2,0,90,0,0,2,1,19,29.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
18,7.1,30,7,1.6,0,80,0,0,2,1,19,50.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
7,14.4,96,31,13.2,0,36,0,1,2,1,20,26.0,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True
28,11.9,32,18,5.4,50000,62,0,0,2,1,20,32.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
27,-0.8,78,31,4.9,0,28,0,0,2,1,20,21.0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
4,32.5,96,18,5.1,0,57,0,0,2,0,20,46.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
16,-3.2,84,23,18.3,10000,97,0,0,2,1,21,46.0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0,25.0,33,23,10.0,0,93,0,0,2,0,21,35.0,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False
14,-2.1,60,55,13.4,0,30,0,0,2,1,21,50.0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True
0,13.7,95,16,5.6,0,85,0,0,2,0,21,36.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
16,2.0,93,55,10.5,10000,88,1,0,2,1,22,39.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
5,0.6,60,55,7.0,0,67,0,0,2,0,22,37.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
12,0.0,92,17,6.4,0,98,0,0,2,1,22,24.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False
22,13.1,95,11,4.9,0,40,1,0,2,1,22,27.0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
21,15.6,60,40,8.2,50000,49,0,0,2,1,23,24.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
0,0.3,76,22,13.2,0,43,0,0,2,0,23,43.0,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False
15,34.2,51,55,4.4,0,8,0,0,2,1,23,32.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
10,5.3,75,47,19.3,500,58,0,0,2,1,23,23.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
17,13.4,87,17,2.5,0,89,0,1,3,1,0,31.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
11,3.7,90,15,9.6,0,90,0,0,3,1,0,34.0,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
-1,14.8,75,15,1.7,50000,26,0,0,3,0,0,48.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
12,25.2,30,35,0.5,0,81,0,1,3,1,0,17.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
10,15.8,54,22,18.5,2000,93,0,0,3,1,1,30.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
5,6.4,90,21,16.2,10000,58,0,0,3,0,1,25.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False
3,4.9,43,38,13.9,0,94,0,0,3,0,1,23.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
10,25.4,74,32,17.3,0,2,0,1,3,1,1,35.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
2,-0.3,68,23,16.1,50000,92,0,1,3,0,2,36.0,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
17,9.8,95,54,12.9,2000,6,0,0,3,1,2,37.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False
11,1.1,61,19,16.9,0,81,0,0,3,1,2,20.0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False
4,5.3,87,32,7.8,0,15,0,0,3,0,2,36.0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False
-3,1.1,85,30,11.1,500,48,0,0,3,0,3,27.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
28,30.5,35,39,15.5,0,31,0,0,3,1,3,22.0,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,24.3,96,57,1.7,0,88,0,0,3,0,3,42.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
26,17.4,79,54,17.2,50000,43,0,0,3,1,3,20.0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
18,4.0,67,7,3.1,0,95,0,1,3,1,4,55.0,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True
16,15.4,32,9,17.3,10000,18,0,0,3,1,4,36.0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True
12,15.8,34,0,6.2,500,2,0,0,3,1,4,34.0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False
3,18.6,53,20,6.5,0,59,0,1,3,0,4,50.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
3,-2.6,83,24,1.5,2000,34,0,1,3,0,5,52.0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-2,33.9,63,31,17.7,0,28,0,0,3,0,5,35.0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
10,13.6,68,52,3.5,0,74,1,0,3,1,5,56.0,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False
27,32.1,77,45,12.6,0,69,0,0,3,1,5,32.0,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False
10,-4.6,78,45,12.9,0,82,0,1,3,1,6,31.0,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1,4.9,63,9,5.6,500,44,0,0,3,0,6,56.0,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
7,-0.8,36,59,19.7,50000,26,0,0,3,1,6,22.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True
1,25.8,47,50,1.3,10000,68,1,0,3,0,6,33.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
25,7.8,99,56,12.2,0,89,0,0,3,1,7,42.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
7,28.6,63,47,9.6,2000,34,0,1,3,1,7,48.0,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
1,28.3,80,8,4.9,0,18,1,0,3,0,7,53.0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
28,21.7,97,19,3.3,0,16,0,0,3,1,7,38.0,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True,False
11,21.6,43,47,14.7,0,34,0,0,3,1,8,31.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
15,23.0,98,19,18.3,0,76,0,0,3,1,8,48.0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
18,22.0,37,58,2.2,0,77,0,0,3,1,8,34.0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
13,10.5,44,39,3.9,0,29,0,1,3,1,8,28.0,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
8,22.3,88,6,19.7,0,47,0,1,3,1,9,33.0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
21,30.9,40,10,0.3,0,56,0,0,3,1,9,55.0,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True
13,8.3,49,20,10.2,50000,16,0,0,3,1,9,43.0,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False
6,32.8,84,37,10.3,50000,14,0,1,3,1,9,41.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False
24,-4.5,65,46,5.3,500,81,0,0,3,1,10,28.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
14,9.0,43,18,13.3,0,13,0,1,3,1,10,23.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
14,0.3,87,45,18.9,2000,13,0,0,3,1,10,23.0,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
28,0.1,67,14,9.0,2000,44,0,0,3,1,10,31.0,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True
10,27.6,30,5,15.0,2000,96,0,0,3,1,11,19.0,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
12,31.7,94,55,12.9,0,37,0,1,3,1,11,54.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
14,26.1,30,9,9.5,0,62,0,1,3,1,11,51.0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
12,34.1,89,45,1.0,0,74,0,0,3,1,11,40.0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
13,3.7,54,15,14.8,0,10,0,0,3,1,12,24.0,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True
3,0.6,39,44,7.3,0,47,0,0,3,0,12,34.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
8,15.8,79,10,4.5,2000,25,0,0,3,1,12,46.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
6,28.2,41,56,19.0,2000,66,0,0,3,1,12,57.0,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1,-3.4,61,34,15.5,0,24,0,0,3,0,13,43.0,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False
17,34.8,62,7,19.2,0,80,0,0,3,1,13,55.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
-1,19.1,55,27,5.1,500,60,0,0,3,0,13,32.0,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
15,34.2,71,2,16.7,0,85,0,0,3,1,13,53.0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False
2,9.6,79,1,12.2,0,92,1,0,3,0,14,21.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
10,13.3,90,52,19.6,10000,25,1,0,3,1,14,23.0,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False
0,25.1,70,13,18.9,0,33,0,1,3,0,14,33.0,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
14,26.7,86,51,19.5,10000,89,0,0,3,1,14,21.0,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
25,4.3,31,28,19.0,10000,8,0,0,3,1,15,39.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
12,32.2,99,52,0.2,10000,39,0,0,3,1,15,57.0,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
16,29.7,60,53,14.8,0,74,1,1,3,1,15,45.0,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True
20,-4.3,52,46,5.4,0,6,1,0,3,1,15,39.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
15,0.1,83,2,14.1,0,29,0,0,3,1,16,44.0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
0,14.8,57,0,19.6,0,65,0,1,3,0,16,28.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
29,13.4,48,14,0.8,0,29,0,0,3,1,16,43.0,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
-2,23.3,77,19,11.3,2000,67,0,0,3,0,16,28.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
9,-1.4,31,21,14.7,50000,57,0,0,3,1,17,31.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
26,20.8,40,33,5.1,10000,54,1,1,3,1,17,53.0,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
26,19.7,73,49,4.5,0,13,0,0,3,1,17,56.0,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
20,4.3,88,32,1.2,500,76,0,0,3,1,17,41.0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
29,16.7,88,8,1.9,0,88,0,0,3,1,18,32.0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
6,3.9,67,2,13.1,0,76,0,0,3,1,18,42.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True
14,0.9,54,1,10.1,10000,76,0,1,3,1,18,55.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
15,17.9,50,3,0.6,0,36,0,0,3,1,18,26.0,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False
3,34.1,71,15,19.4,0,43,0,0,3,0,19,21.0,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False
15,4.5,65,53,13.1,10000,5,0,1,3,1,19,50.0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False
20,9.2,38,32,10.3,0,25,0,0,3,1,19,37.0,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True
11,5.3,41,8,5.5,50000,13,0,0,3,1,19,29.0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False
19,5.7,39,56,13.2,0,7,0,0,3,1,20,25.0,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,11.2,88,39,7.3,10000,23,0,0,3,0,20,16.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0,23.1,34,37,14.0,0,85,0,0,3,0,20,32.0,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True
1,-3.4,62,51,13.7,0,38,0,0,3,0,20,30.0,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False
19,33.3,98,17,1.9,0,48,0,0,3,1,21,23.0,False,True,False,False,False,False,True,False,False,True,False,False,False,True,False,False
7,-3.1,92,15,18.2,2000,84,0,0,3,1,21,31.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False
7,30.3,58,7,9.7,10000,62,0,0,3,1,21,50.0,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False
9,30.8,47,22,7.9,500,25,0,0,3,1,21,26.0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
10,16.0,35,59,19.1,50000,9,0,0,3,1,22,38.0,False,True,False,False,False,False,True,False,False,True,False,False,False,False,True,False
4,0.5,82,35,8.8,10000,76,0,0,3,0,22,43.0,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
21,17.6,61,2,14.4,0,57,0,0,3,1,22,22.0,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False
14,20.1,71,14,13.1,500,13,0,1,3,1,22,22.0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
14,29.3,76,37,3.3,0,72,0,1,3,1,23,34.0,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False
6,17.0,60,32,19.8,0,70,1,0,3,1,23,45.0,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False
